-1925.389115 -4700.214310 1903.282296 797.335737 286.748638 -4528.981581 -3406.645270 -4819.744238 -1894.176993 8531.986900 -904.564389 9412.382220 -1328.305492 1174.122084 -25.984946 1019.130683 6498.295786 -3428.188079 1121.146430 4689.519978 2130.469382 4429.194203 2071.684651 -116.065207 2815.772032 2497.396150 2031.208956 -814.684607 -2539.774657 -1707.905419 -2929.332061 1378.156303 664.356155 6425.474198 -1260.937918 -1891.573248 4509.146888 1566.530276 562.750189 
-1925.624374 -4699.836698 1904.177876 798.193160 286.451297 -4529.401596 -3406.571847 -4819.046995 -1893.463928 8532.266971 -904.183156 9411.501185 -1329.110653 1173.817391 -26.493746 1018.832813 6497.963842 -3427.293044 1120.827091 4689.462184 2131.415258 4429.941483 2072.015873 -115.489131 2815.509711 2497.482582 2030.247854 -815.560220 -2539.879624 -1708.376889 -2929.322211 1378.671820 663.499332 6426.286246 -1260.705794 -1891.037806 4508.834423 1565.673562 563.160564 
-1926.075414 -4698.968680 1903.970253 798.230280 286.865835 -4528.492321 -3405.648134 -4818.928107 -1893.099758 8533.044467 -904.631112 9411.059783 -1329.132633 1174.756573 -26.836463 1018.744671 6497.461743 -3426.432737 1121.598538 4689.394446 2132.047937 4429.041502 2071.920363 -115.063795 2815.128118 2497.610091 2029.332361 -816.358438 -2540.181806 -1708.897977 -2930.218276 1378.303661 663.747379 6426.427030 -1259.863362 -1890.517721 4508.793455 1565.357422 562.212737 
-1926.979790 -4699.367157 1904.122964 797.716630 286.058546 -4528.201725 -3405.499753 -4819.913132 -1893.187551 8533.760311 -904.118045 9410.586149 -1329.955149 1174.191188 -26.898167 1018.638066 6498.427607 -3426.196639 1122.160747 4689.262897 2132.864402 4429.104771 2071.657409 -114.101063 2814.430718 2496.901689 2029.223733 -815.724010 -2539.545786 -1709.337273 -2930.149116 1377.317496 663.596728 6425.969472 -1259.614672 -1891.371415 4508.832539 1565.667608 561.262865 
-1926.787491 -4698.916763 1903.251089 797.562961 286.240556 -4527.230510 -3405.504048 -4820.890921 -1893.397102 8534.432725 -903.577404 9411.091684 -1330.076228 1174.370802 -27.874424 1018.479862 6497.733942 -3425.493930 1121.297091 4688.845118 2133.146464 4429.310003 2071.489918 -113.136788 2814.697799 2496.124316 2028.654209 -814.812165 -2539.248615 -1709.620515 -2929.598917 1376.951116 664.347093 6425.799031 -1258.649986 -1891.572241 4509.414397 1566.480643 561.242460 
-1926.258886 -4698.732954 1902.422360 798.337343 286.607569 -4526.715113 -3404.798634 -4820.532818 -1892.785421 8535.194520 -903.960998 9411.613724 -1330.015351 1173.428782 -27.544437 1018.380261 6497.958868 -3424.524658 1120.339690 4688.557912 2133.116535 4428.354180 2071.201550 -113.193758 2813.702041 2496.035526 2028.630080 -814.111870 -2538.720251 -1710.100534 -2928.811975 1376.334699 664.319670 6424.859450 -1258.975055 -1891.679564 4509.570788 1567.226467 561.889985 
-1926.197245 -4699.629914 1901.984567 798.683172 285.725324 -4527.034560 -3405.049382 -4821.500109 -1892.747053 8535.313516 -903.770904 9410.639197 -1329.944503 1173.213461 -26.570467 1017.440151 6497.729473 -3424.272524 1119.721939 4689.106885 2132.553496 4428.328783 2072.118295 -113.592421 2812.762341 2495.750033 2028.441782 -814.654236 -2538.667402 -1710.939013 -2929.038218 1376.135518 663.366181 6425.149170 -1258.163582 -1892.187081 4510.372884 1567.617116 561.438282 
-1926.059018 -4700.374159 1901.331120 798.037888 285.238905 -4527.623632 -3405.713039 -4820.836529 -1892.401772 8534.503572 -903.579992 9410.084630 -1329.907098 1173.955590 -25.901255 1016.687469 6497.071117 -3424.266402 1118.915208 4688.690923 2132.133781 4427.400742 2071.854167 -113.329791 2813.101428 2496.514888 2027.894046 -814.359571 -2537.804204 -1710.529059 -2928.067826 1376.058382 663.137291 6424.591489 -1257.803789 -1891.439056 4511.101432 1567.525163 562.117077 
-1925.639761 -4699.489810 1901.125814 797.116440 284.858910 -4527.704481 -3406.041132 -4821.617482 -1892.933249 8535.362623 -903.826502 9409.636004 -1329.900384 1174.911645 -26.194362 1017.020857 6496.610313 -3423.443898 1118.751247 4689.358144 2132.860372 4426.778554 2072.200299 -112.627598 2813.696153 2495.771508 2027.587958 -814.038158 -2537.839189 -1709.582767 -2928.305738 1376.910551 663.603343 6424.780833 -1258.508629 -1890.755426 4510.971276 1568.514457 562.051069 
-1925.167168 -4699.466101 1902.006776 796.689737 285.669559 -4527.303516 -3406.533881 -4822.340991 -1892.449789 8534.568292 -903.577621 9409.081842 -1330.021526 1175.289043 -25.276269 1017.416679 6496.341491 -3424.321998 1118.506149 4690.143270 2132.291598 4426.779309 2071.208536 -112.755683 2813.926546 2496.391593 2026.838015 -813.252570 -2537.332150 -1709.228137 -2928.314924 1377.322179 662.692038 6423.954787 -1258.677944 -1890.217856 4511.496043 1569.270884 562.441501 
-1924.306802 -4698.956458 1902.012629 796.033512 285.068518 -4527.759717 -3406.224237 -4821.550434 -1891.921453 8534.609317 -903.577146 9408.082684 -1330.085309 1174.335737 -24.981078 1018.382880 6496.090054 -3424.265129 1117.596922 4689.760605 2132.455529 4426.620537 2070.668263 -113.582058 2813.451193 2496.056246 2026.024638 -813.937320 -2536.605748 -1709.169333 -2928.737013 1377.266444 661.787198 6424.047262 -1257.726987 -1889.922680 4511.710469 1570.142002 561.999715 
-1924.617515 -4699.314296 1901.132055 795.731675 285.984271 -4527.494592 -3406.722379 -4822.277229 -1891.448566 8535.268025 -903.007416 9408.574121 -1329.227066 1174.810988 -24.787284 1018.736561 6496.603535 -3425.046952 1118.059096 4690.248275 2133.196186 4426.169127 2069.924799 -113.088610 2814.184994 2495.376903 2026.029972 -814.427155 -2536.969748 -1709.961523 -2928.572602 1378.233331 661.982388 6423.237674 -1257.626494 -1889.344348 4512.388404 1570.611104 561.433722 
