-1857.806950 -4648.265093 1878.897729 -1378.311213 1192.853027 -49.079198 805.937932 235.887825 -4415.858912 1082.822171 4713.499588 2194.911616 -3446.393942 -4887.454573 -1819.948167 8487.338876 -961.892440 9415.371144 4447.329638 2067.769471 -106.254392 -584.637634 -2589.361342 -1583.706565 4367.663181 1533.278106 503.182971 6489.086278 -1238.491617 -1878.457037 -2841.167577 1363.035367 803.995295 967.871861 6536.500837 -3289.611145 2656.517403 2457.669277 2050.091451 
-1858.370592 -4647.920878 1879.648611 -1377.381980 1192.685031 -48.750103 805.081510 235.992886 -4415.353439 1082.053699 4713.954281 2194.461389 -3445.893066 -4886.681724 -1819.558516 8487.437219 -961.691285 9416.345755 4446.466552 2067.642130 -106.743133 -584.347374 -2588.665983 -1584.364004 4368.147683 1532.485670 503.553514 6489.301739 -1237.516173 -1878.502708 -2841.195153 1363.840262 804.588071 968.275761 6537.315970 -3289.195906 2656.154218 2457.533267 2051.013187 
-1857.909186 -4647.396518 1880.364258 -1376.679688 1192.118490 -49.181168 805.334043 235.094446 -4415.712649 1082.186361 4713.565942 2193.549471 -3446.245206 -4885.756261 -1819.418822 8486.865707 -962.468165 9416.081496 4447.034088 2068.350842 -107.162215 -584.478046 -2587.858576 -1583.788663 4368.779087 1532.104280 502.878332 6488.418131 -1237.186066 -1878.834773 -2840.337756 1363.630053 804.118302 967.491245 6537.560620 -3288.626097 2657.134710 2457.567950 2051.206661 
-1857.314560 -4647.223393 1881.149400 -1376.170024 1192.962951 -49.345876 805.395549 235.248779 -4414.726546 1083.073344 4713.787813 2193.954483 -3446.785076 -4886.404441 -1818.881791 8486.927941 -962.999452 9416.926399 4446.650423 2068.517132 -106.253839 -584.869458 -2587.031515 -1583.385219 4367.953912 1531.595503 503.123756 6488.293390 -1236.701020 -1879.700319 -2840.311874 1364.135165 804.980968 966.669419 6537.004251 -3288.748800 2657.700182 2458.334749 2050.902916 
-1856.731119 -4648.007476 1881.361084 -1375.733018 1192.077995 -49.506743 805.682250 234.521415 -4414.103052 1083.049608 4713.030686 2193.301646 -3447.676226 -4886.284020 -1818.444356 8486.540583 -962.697945 9417.797632 4446.704740 2067.906236 -105.463994 -585.755849 -2586.584888 -1583.263416 4367.141974 1531.241105 503.587608 6487.517894 -1236.725856 -1879.069455 -2840.366962 1363.941089 805.960407 966.244290 6536.957435 -3289.652721 2657.705254 2458.064392 2051.865662 
-1856.694162 -4648.783273 1880.731185 -1375.394919 1191.526034 -50.268995 804.837678 234.646195 -4413.582352 1083.116366 4712.479159 2194.133127 -3448.179613 -4887.113609 -1818.685984 8486.232082 -963.646868 9417.731505 4446.566422 2068.821463 -105.085541 -585.971660 -2586.311618 -1582.326000 4367.234462 1530.410634 503.038278 6487.540766 -1237.723586 -1879.006114 -2840.688860 1363.136875 806.460027 967.193469 6537.263351 -3289.578731 2658.671805 2458.027093 2052.119410 
-1856.331359 -4647.904004 1880.422542 -1374.729320 1192.047107 -49.734709 804.118878 234.022084 -4413.888641 1083.836246 4713.137248 2193.912466 -3448.909580 -4886.715586 -1818.130353 8486.400514 -963.810314 9418.703572 4445.816977 2068.873841 -105.745533 -586.949315 -2586.361281 -1582.530262 4367.599472 1529.509468 502.804465 6487.724329 -1238.288611 -1878.201719 -2840.333355 1363.000554 805.535348 967.452876 6536.888592 -3290.468823 2659.320978 2458.142383 2052.871263 
-1856.318354 -4647.110660 1881.031177 -1374.217101 1192.609012 -49.085175 805.075924 233.737033 -4413.941644 1083.938255 4712.549229 2193.110076 -3449.007586 -4886.753861 -1819.124803 8485.913098 -962.937153 9418.699738 4445.125428 2069.123982 -106.423167 -586.397538 -2585.637884 -1582.945278 4367.765219 1529.870739 503.722077 6487.940277 -1238.875361 -1877.421276 -2840.597737 1362.116059 805.150938 967.150359 6536.229579 -3291.157434 2658.576712 2458.622438 2053.335607 
-1855.863733 -4647.640166 1881.747378 -1373.818385 1191.809143 -48.636583 804.990766 233.354439 -4413.021660 1084.502069 4712.902712 2192.363643 -3449.916909 -4887.078564 -1818.864610 8486.436759 -962.771920 9419.535488 4444.516423 2069.902147 -106.269630 -586.311660 -2584.669169 -1582.712435 4367.239705 1529.020562 503.689903 6487.034249 -1239.014692 -1877.820900 -2841.336850 1361.570166 804.756334 967.175505 6536.841159 -3291.948217 2659.106077 2458.434523 2054.162928 
-1855.813810 -4648.440981 1881.150551 -1373.126766 1192.171319 -48.011690 805.845735 233.429790 -4412.508484 1084.899284 4712.697101 2191.469247 -3449.732925 -4887.036522 -1819.846640 8486.970130 -962.556342 9418.717539 4444.631792 2069.217777 -105.549680 -586.041512 -2584.950279 -1583.633303 4366.636598 1528.610311 504.373976 6487.253090 -1239.003969 -1878.796602 -2840.766646 1362.103730 804.131694 966.283107 6537.174340 -3292.252546 2659.721940 2457.944777 2054.780068 
