1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.266848 0.400757 0.639355 0.558509 1.021095 0.446274 0.147967 1.070611 1.038752 0.778953 0.996468 1.099440 1.097255 
0.175850 0.170436 0.263082 0.232438 0.339996 0.417425 0.087603 0.605447 0.384010 0.349853 0.725246 0.913951 1.094343 
0.085757 0.163745 0.163745 0.221642 0.315011 0.221642 0.085543 0.527445 0.408663 0.373098 0.667117 0.845761 1.077643 
0.077396 0.149267 0.121275 0.163745 0.257222 0.180981 0.099524 0.473642 0.276928 0.321805 0.613034 0.625598 1.065361 
0.085543 0.121275 0.148150 0.172363 0.221088 0.134041 0.134377 0.315011 0.257866 0.402555 0.639964 0.729263 1.071657 
0.081266 0.134041 0.099275 0.180981 0.221088 0.121275 0.115500 0.383858 0.210560 0.308386 0.583184 0.634577 1.069245 
0.073526 0.148150 0.073526 0.148150 0.148522 0.163745 0.085543 0.314224 0.200032 0.335767 0.530225 0.535590 1.076884 
0.054456 0.134041 0.089820 0.134041 0.148150 0.121275 0.077396 0.365579 0.172363 0.291504 0.415939 0.543931 1.060265 
0.066524 0.148150 0.099275 0.121275 0.148522 0.134041 0.077396 0.403050 0.210560 0.308386 0.606116 0.446579 1.079852 
0.073526 0.148150 0.094548 0.141096 0.180981 0.148150 0.070025 0.365579 0.164155 0.303030 0.646848 0.464837 1.094175 
0.046924 0.148522 0.109725 0.121275 0.164155 0.099275 0.063356 0.364665 0.164155 0.265065 0.565786 0.399479 1.002723 
0.051863 0.134041 0.104500 0.104500 0.163745 0.104500 0.070025 0.403050 0.164155 0.388692 0.388741 0.387367 1.063160 
0.042455 0.089820 0.115500 0.116080 0.141096 0.109725 0.066858 0.447713 0.190984 0.354325 0.364710 0.388557 1.016912 
0.054592 0.090497 0.099524 0.105024 0.121275 0.070553 0.070201 0.445477 0.148522 0.287878 0.313477 0.395194 1.030768 
0.049270 0.121275 0.077396 0.073711 0.134377 0.060188 0.070201 0.331591 0.164567 0.223872 0.380081 0.515107 1.062240 
0.042455 0.099275 0.070025 0.090045 0.121275 0.073526 0.066858 0.299261 0.172795 0.223313 0.298550 0.358198 1.065256 
0.051863 0.121275 0.085543 0.081266 0.109725 0.063356 0.066858 0.299261 0.211617 0.318978 0.286829 0.533778 1.044286 
0.060339 0.094548 0.070025 0.081266 0.134041 0.057322 0.066691 0.330762 0.233308 0.372973 0.284695 0.481062 0.910809 
0.057322 0.109725 0.063356 0.099275 0.121275 0.070025 0.070025 0.245587 0.191463 0.264402 0.320619 0.622339 0.962572 
0.073711 0.115500 0.094548 0.090045 0.115500 0.077396 0.063356 0.270760 0.173662 0.355213 0.304214 0.499322 0.881111 
0.063356 0.085543 0.070025 0.099275 0.115500 0.057322 0.081674 0.300011 0.232724 0.279715 0.272153 0.456256 0.996213 
0.066691 0.094548 0.077396 0.099773 0.141096 0.070201 0.060339 0.200533 0.181435 0.355213 0.353483 0.574925 0.912629 
0.070025 0.094548 0.051863 0.094785 0.121275 0.070025 0.081266 0.221642 0.201036 0.274170 0.311145 0.391101 0.895281 
0.073711 0.104500 0.057322 0.099524 0.110000 0.066691 0.066858 0.300011 0.211088 0.312270 0.283622 0.556494 0.911942 
0.054592 0.070025 0.063356 0.104500 0.094548 0.063356 0.066524 0.330762 0.183261 0.309934 0.426446 0.430497 1.035792 
0.051863 0.085543 0.060339 0.081674 0.089820 0.070025 0.063674 0.270760 0.157912 0.368803 0.436144 0.532543 1.006464 
0.051863 0.081470 0.063515 0.085543 0.090045 0.060490 0.094548 0.270760 0.142515 0.283238 0.348214 0.483587 1.007283 
0.063356 0.134377 0.060339 0.099524 0.089820 0.073711 0.073711 0.202045 0.173662 0.339996 0.437256 0.503453 1.004155 
0.054592 0.127978 0.060339 0.077396 0.073526 0.066691 0.081674 0.221642 0.213212 0.337452 0.323036 0.412055 0.960475 
0.051993 0.115789 0.063356 0.099275 0.070025 0.066691 0.090497 0.211617 0.157912 0.238330 0.300430 0.374620 0.909639 
0.054592 0.115500 0.051993 0.109725 0.077590 0.077590 0.066691 0.181435 0.193389 0.271104 0.390211 0.441409 0.920441 
0.044577 0.121884 0.060642 0.099275 0.073711 0.077396 0.081470 0.201036 0.193874 0.270427 0.315452 0.392384 0.913326 
0.046924 0.099524 0.066691 0.099524 0.085972 0.094548 0.104500 0.164155 0.225560 0.260141 0.232763 0.503306 0.871869 
0.042455 0.090045 0.066691 0.081266 0.090271 0.063356 0.077590 0.245587 0.201036 0.243450 0.271483 0.483526 1.081852 
0.036582 0.110000 0.077590 0.089820 0.077396 0.063356 0.074081 0.174098 0.258512 0.301145 0.247479 0.454196 1.015865 
0.040332 0.073711 0.081470 0.063356 0.070201 0.060188 0.073895 0.172795 0.274857 0.270427 0.269452 0.337679 0.909237 
0.034753 0.073711 0.070201 0.070025 0.063356 0.081266 0.066858 0.183261 0.216981 0.279715 0.243490 0.410416 1.078268 
0.038411 0.060339 0.085757 0.070025 0.066858 0.073526 0.090271 0.183720 0.251182 0.359686 0.281871 0.412967 0.923112 
0.042455 0.081266 0.081674 0.085543 0.066858 0.089820 0.127978 0.200533 0.253710 0.291145 0.337938 0.404813 0.847127 
0.044577 0.073711 0.081674 0.085543 0.077396 0.099275 0.099773 0.159501 0.207166 0.303415 0.282218 0.680285 0.959390 
0.042455 0.077396 0.090271 0.077396 0.060339 0.094548 0.077590 0.164567 0.177619 0.268403 0.281512 0.400830 0.790066 
0.044689 0.073526 0.073895 0.085543 0.073711 0.070025 0.081674 0.246202 0.229547 0.325030 0.269795 0.487212 1.027392 
0.051993 0.063356 0.060490 0.085543 0.070201 0.094785 0.060490 0.172795 0.248680 0.291875 0.317048 0.336406 0.903922 
0.060339 0.073711 0.060339 0.104500 0.073711 0.099524 0.095260 0.190507 0.168316 0.244672 0.387292 0.332645 1.025100 
0.046924 0.090045 0.054592 0.085543 0.077979 0.081674 0.077590 0.173662 0.186034 0.314624 0.288293 0.352314 1.005091 
0.049517 0.094548 0.060188 0.081470 0.085543 0.081674 0.057754 0.142515 0.195825 0.248997 0.294124 0.296819 0.971633 
0.063356 0.090271 0.085543 0.090045 0.090271 0.073895 0.054729 0.201540 0.217525 0.271104 0.267437 0.371314 0.857723 
0.047041 0.094785 0.089820 0.081470 0.073711 0.066858 0.042561 0.164979 0.212679 0.265403 0.240758 0.364461 1.048258 
0.060188 0.100023 0.089820 0.089820 0.060490 0.066858 0.042561 0.173228 0.204078 0.249621 0.311145 0.479259 0.967325 
0.057322 0.085543 0.099275 0.081266 0.063674 0.063356 0.057466 0.165393 0.249303 0.264739 0.452850 0.466282 1.084898 
0.070025 0.115789 0.104500 0.073526 0.054592 0.060490 0.077590 0.164567 0.177619 0.238927 0.334557 0.372734 1.017324 
0.049270 0.109725 0.094548 0.090045 0.049765 0.051993 0.073711 0.172795 0.227260 0.301145 0.325485 0.358542 1.061460 
0.051863 0.099524 0.081470 0.099524 0.060490 0.047041 0.081470 0.172795 0.274170 0.287524 0.395629 0.347490 1.056622 
0.049270 0.121579 0.070025 0.099524 0.054729 0.063515 0.081470 0.172363 0.219713 0.308779 0.350407 0.392851 1.076758 
0.044577 0.089820 0.085543 0.081266 0.049517 0.077590 0.066691 0.200533 0.153434 0.352121 0.311925 0.343518 0.996822 
0.046924 0.099275 0.085757 0.073711 0.054592 0.070025 0.070201 0.190984 0.261114 0.398054 0.430756 0.372749 1.096615 
0.046924 0.109725 0.070025 0.085757 0.070025 0.070025 0.063515 0.191463 0.207166 0.282890 0.410766 0.410416 1.037122 
0.044689 0.085543 0.085543 0.099524 0.081470 0.070376 0.066691 0.221642 0.218070 0.322598 0.456283 0.330535 1.081057 
0.042455 0.089820 0.077396 0.104762 0.077396 0.081470 0.049393 0.221642 0.222481 0.332845 0.447237 0.344904 0.952031 
0.038411 0.099524 0.070201 0.073895 0.085543 0.066691 0.081470 0.233308 0.333679 0.298145 0.394640 0.377507 1.091844 
0.044689 0.099275 0.063515 0.090271 0.077396 0.077785 0.134713 0.202045 0.316203 0.242841 0.362458 0.348804 1.050643 
0.042455 0.099275 0.077590 0.090045 0.077396 0.066691 0.141804 0.232724 0.304176 0.231277 0.363829 0.387487 0.875691 
0.046924 0.089820 0.077396 0.081470 0.085757 0.054729 0.127658 0.201036 0.315412 0.297400 0.438928 0.410468 1.098675 
0.040433 0.081266 0.063515 0.073526 0.070025 0.070201 0.109725 0.190984 0.343417 0.237734 0.496163 0.372749 1.077949 
0.049393 0.073526 0.057322 0.081470 0.070201 0.094548 0.077396 0.190984 0.346873 0.216172 0.575102 0.466856 1.019766 
0.057322 0.063356 0.070025 0.077785 0.085757 0.063515 0.070025 0.233892 0.450532 0.223597 0.436181 0.501409 1.013214 
0.051993 0.063356 0.077396 0.070201 0.070201 0.066691 0.085543 0.259160 0.342137 0.248997 0.563700 0.351925 1.002012 
0.051993 0.063356 0.073711 0.077590 0.070201 0.077396 0.077396 0.271438 0.288245 0.301145 0.451737 0.505231 0.915781 
0.051993 0.051993 0.094548 0.066691 0.066691 0.089820 0.063356 0.233308 0.319385 0.272465 0.464348 0.572472 0.901791 
0.054592 0.057322 0.081470 0.057466 0.063515 0.081266 0.085543 0.245587 0.280416 0.248374 0.450608 0.482318 0.848663 
0.057466 0.051863 0.110000 0.073711 0.077590 0.081266 0.094548 0.300762 0.325430 0.250246 0.459157 0.369475 1.067454 
0.057322 0.044577 0.110000 0.066691 0.073711 0.066524 0.094548 0.190984 0.253710 0.211097 0.528877 0.525229 1.087230 
0.060339 0.060188 0.115500 0.063356 0.066524 0.066524 0.115500 0.222755 0.290775 0.226413 0.606142 0.472736 0.942310 
0.070201 0.060188 0.085543 0.066858 0.066691 0.066524 0.081470 0.314224 0.287158 0.253398 0.475513 0.402775 1.095471 
0.060339 0.073526 0.073711 0.073711 0.063356 0.070025 0.085757 0.234478 0.348170 0.231857 0.537519 0.490219 1.062655 
0.070201 0.070025 0.077396 0.073711 0.047041 0.073526 0.081470 0.272800 0.236246 0.251812 0.642009 0.384589 1.018342 
0.081266 0.063356 0.073711 0.089820 0.060188 0.085543 0.073895 0.299261 0.287878 0.208728 0.481501 0.374604 0.990086 
0.094548 0.063356 0.066691 0.081470 0.054456 0.085543 0.070025 0.300011 0.272800 0.265729 0.532841 0.532499 1.057151 
0.104500 0.040534 0.081470 0.063515 0.060188 0.099524 0.081470 0.349918 0.331591 0.244672 0.457426 0.483547 1.087390 
0.081266 0.049393 0.060339 0.085757 0.054456 0.066691 0.081470 0.287158 0.248058 0.234190 0.456283 0.515450 1.084626 
0.081266 0.049517 0.090045 0.110000 0.066524 0.060339 0.085543 0.408127 0.298512 0.244060 0.443891 0.643205 1.051675 
0.070025 0.049393 0.081266 0.110276 0.060188 0.063515 0.073711 0.285724 0.216981 0.208206 0.389252 0.526546 0.911134 
0.073526 0.049270 0.085543 0.110276 0.073526 0.066691 0.081470 0.249928 0.235655 0.267063 0.640431 0.516128 1.052071 
0.054456 0.057322 0.066524 0.104762 0.066691 0.077590 0.094548 0.300011 0.236838 0.231277 0.491846 0.565517 1.077681 
0.057322 0.060188 0.063356 0.081470 0.073711 0.070201 0.085543 0.246819 0.290048 0.273832 0.539552 0.490301 1.047473 
0.063356 0.063356 0.085543 0.094548 0.063515 0.085757 0.077396 0.234478 0.248058 0.233021 0.511293 0.342381 1.078896 
0.057322 0.077396 0.070025 0.085543 0.073711 0.070201 0.115500 0.234478 0.214819 0.241024 0.493686 0.531123 1.098380 
0.077396 0.066524 0.066524 0.077590 0.090045 0.077785 0.081266 0.244973 0.214282 0.246516 0.370229 0.389432 1.099160 
0.070025 0.077396 0.081266 0.094785 0.073711 0.070376 0.081470 0.287158 0.319778 0.271784 0.617590 0.377987 1.089413 
0.077396 0.089820 0.089820 0.094548 0.066691 0.057466 0.089820 0.259160 0.235655 0.258195 0.455703 0.361289 1.065346 
0.057322 0.104500 0.089820 0.104762 0.073711 0.063515 0.121275 0.259160 0.236246 0.230415 0.371630 0.485376 1.081964 
0.063356 0.089820 0.081266 0.094548 0.085543 0.044801 0.104500 0.288600 0.203568 0.210569 0.510643 0.478789 1.078381 
0.054456 0.089820 0.089820 0.110000 0.090045 0.066858 0.099275 0.272800 0.259810 0.163954 0.354805 0.469953 1.019687 
0.063356 0.066524 0.109725 0.099524 0.077396 0.054729 0.121275 0.182803 0.212147 0.198788 0.457971 0.431630 1.073020 
0.051863 0.085543 0.077396 0.073711 0.085543 0.085757 0.089820 0.211617 0.183720 0.183720 0.314276 0.494141 1.084632 
0.051863 0.089820 0.085543 0.081470 0.085543 0.081674 0.104762 0.233308 0.213212 0.178958 0.268779 0.534012 1.061489 
0.042561 0.081266 0.094548 0.073711 0.085543 0.070201 0.127658 0.181890 0.244973 0.184415 0.362443 0.699598 1.093584 
0.054592 0.089820 0.077396 0.081470 0.115500 0.077590 0.104500 0.182346 0.274170 0.314624 0.369319 0.685842 1.004259 
0.057322 0.089820 0.077396 0.090045 0.104500 0.070025 0.099524 0.223313 0.285010 0.253076 0.274553 0.611325 1.004533 
0.054592 0.081266 0.094785 0.090045 0.094548 0.057466 0.085543 0.203059 0.270760 0.214282 0.339620 0.580710 0.947562 
0.063356 0.121275 0.104762 0.081470 0.105024 0.073895 0.089820 0.167476 0.285724 0.316995 0.310749 0.582239 1.004890 
0.057322 0.104500 0.081470 0.094785 0.090045 0.073711 0.081266 0.222755 0.286440 0.269750 0.360633 0.614419 1.070454 
0.063356 0.127658 0.094548 0.090045 0.104500 0.073711 0.081266 0.201540 0.330762 0.215357 0.308032 0.534759 1.044407 
