0 0.000000
1 -1.137405
2 -1.692673
3 -1.963417
4 -2.052214
5 -2.002846
6 -1.840819
7 -1.575671
8 -1.210289
9 -0.731004
10 -0.137989
11 0.595854
12 1.483654
13 2.588390
14 3.968810
15 5.659478
16 7.193616
17 10.043463
18 10.043463
19 10.043463
