0 0.000000
1 -1.134186
2 -1.693416
3 -1.966115
4 -2.054421
5 -2.006150
6 -1.847472
7 -1.585921
8 -1.220986
9 -0.748562
10 -0.156702
11 0.571241
12 1.459724
13 2.543217
14 3.868028
15 5.516721
16 7.636243
